,academic_year,inst_name,city,state,zipcode,sector
18684,2004,Adult Center for Education,Zanesville,OH,43701,7
26876,2004,Advanced Institute of Hair Design,Greenfield,WI,53220,6
86160,2004,Advanced Technical Centers,Miami,FL,33166,8
29696,2004,Advanced Technology Institute,Virginia Beach,VA,23462,6
58879,2004,Aesthetics Institute of Cosmetology,Gaithersburg,MD,20877,9
68082,2004,Agnes Scott College,Decatur,GA,30030-379,2
35516,2004,Aiken Technical College,Graniteville,SC,29829,4
13261,2004,Ailano School of Cosmetology,Brockton,MA,02301-573,9
72085,2004,Aims Community College,Greeley,CO,80632,4
42868,2004,Akron School of Practical Nursing,Akron,OH,44311-169,7
79332,2004,Alabama A & M University,Normal,AL,35762,1
81746,2004,Alabama Southern Community College,Monroeville,AL,36460,4
79280,2004,Alabama State University,Montgomery,AL,36101-027,1
43386,2004,Alamance Community College,Graham,NC,27253-800,4
76838,2004,Alameda Beauty College,Alameda,CA,94501,9
78605,2004,Alaska Pacific University,Anchorage,AK,99508,2
14005,2004,Albany BOCES-Adult Practical Nursing Program,Albany,NY,12205,7
48624,2004,Albany Law School,Albany,NY,12208,2
48611,2004,Albany Medical College,Albany,NY,12208,2
68016,2004,Albany State University,Albany,GA,31705,1
68042,2004,Albany Technical College,Albany,GA,31701,4
71207,2004,Albertus Magnus College,New Haven,CT,06511-118,2
56104,2004,Albion College,Albion,MI,49224,2
38870,2004,Albright College,Reading,PA,19612-523,2
53595,2004,Alcorn State University,Alcorn State,MS,39096-750,1
27412,2004,Alderson Broaddus College,Philippi,WV,26416-203,2
51034,2004,Alegent Health School of Radiologic Technology,Omaha,NE,68124,5
22063,2004,Alexandria School of Scientific Therapeutics,Alexandria,IN,46001-028,9
81486,2004,Alfred University,Alfred,NY,14802-120,2
18308,2004,Alhambra Beauty College,Alhambra,CA,91801,9
60844,2004,Alice Lloyd College,Pippa Passes,KY,41844,2
76819,2004,Allan Hancock College,Santa Maria,CA,93454-639,4
58866,2004,Allegany College of Maryland,Cumberland,MD,21502,4
38844,2004,Allegheny College,Meadville,PA,16335-390,2
42841,2004,Allegheny Wesleyan College,Salem,OH,44460-959,2
62694,2004,Allen College,Waterloo,IA,50703-199,2
61717,2004,Allen County Community College,Iola,KS,66749,4
48598,2004,Allen School-Brooklyn,Brooklyn,NY,11201,9
14828,2004,Allen School-Jamaica,Jamaica,NY,11432,9
35503,2004,Allen University,Columbia,SC,29204,2
56065,2004,Alma College,Alma,MI,48801-159,2
56052,2004,Alpena Community College,Alpena,MI,49707,4
22595,2004,Altamaha Technical College,Jesup,GA,31545,4
38805,2004,Altoona Beauty School Inc,Altoona,PA,16602-603,9
26863,2004,Alverno College,Milwaukee,WI,53234-392,2
32841,2004,Alvin Community College,Alvin,TX,77511-489,4
81473,2004,Amarillo College,Amarillo,TX,79109,4
32828,2004,Amberton University,Garland,TX,75041-559,2
66290,2004,American Academy of Art,Chicago,IL,60604-430,3
34270,2004,American Baptist College,Nashville,TN,37207,2
76793,2004,American Baptist Seminary of the West,Berkeley,CA,94704-302,2
10158,2004,American Beauty Academy,Wheaton,MD,20902-191,9
22847,2004,American Beauty Institute,McAlester,OK,74502-171,9
11115,2004,American College of Acupuncture and Oriental Med,Houston,TX,70063-410,3
51857,2004,American College of Hair Design Inc,Sedalia,MO,65301,9
62615,2004,American College of Hairstyling-Cedar Rapids,Cedar Rapids,IA,52402,6
62319,2004,American College of Hairstyling-Des Moines,Des Moines,IA,50309,6
10687,2004,American College of Traditional Chinese Medicine,San Francisco,CA,94107,2
38776,2004,American College,Bryn Mawr,PA,19010-219,2
76739,2004,American Conservatory Theater,San Francisco,CA,94108-583,2
25693,2004,American Educational College,Bayamon,PR,961,9
76780,2004,American Film Institute Conservatory,Los Angeles,CA,90027-162,2
78468,2004,American Indian College of the Assemblies of God Inc,Phoenix,AZ,85021,2
78455,2004,American Institute of Technology,Phoenix,AZ,85043-472,9
57956,2004,American International College,Springfield,MA,1109,2
48529,2004,American Musical and Dramatic Academy,New York,NY,10023,5
80596,2004,American River College,Sacramento,CA,95841-428,4
25778,2004,American Samoa Community College,Pago Pago,AS,96799-260,4
60002,2004,American School of Business,Shreveport,LA,71105-564,9
41846,2004,American School of Technology,Columbus,OH,43229,9
80765,2004,American University of Puerto Rico,Bayamon,PR,00960-203,2
70268,2004,American University,Washington,DC,20016-800,2
57939,2004,Amherst College,Amherst,MA,01002-500,2
63939,2004,Ancilla College,Donaldson,IN,46513-000,5
63925,2004,Anderson University,Anderson,IN,46012-349,2
35490,2004,Anderson University,Anderson,SC,29621,2
57926,2004,Andover Newton Theological School,Newton Centre,MA,02459-224,2
67992,2004,Andrew College,Cuthbert,GA,39840-139,5
56029,2004,Andrews University,Berrien Springs,MI,49104,2
32737,2004,Angelina College,Lufkin,TX,75904,4
32724,2004,Angelo State University,San Angelo,TX,76909,1
57913,2004,Anna Maria College,Paxton,MA,01612-119,2
58853,2004,Anne Arundel Community College,Arnold,MD,21012-189,4
54630,2004,Anoka Technical College,Anoka,MN,55303,4
76698,2004,Antelope Valley College,Lancaster,CA,93536-542,4
38763,2004,Antonelli Institute,Erdenheim,PA,19038-824,6
24170,2004,Antonelli Medical and Professional Institute,Pottstown,PA,19464,9
63912,2004,Apex Academy of Hair Design Inc,Anderson,IN,46016-115,9
48516,2004,Apex Technical School,New York,NY,10011,9
42820,2004,Apollo Career Center,Lima,OH,45806-145,7
54617,2004,Apostolic Bible Institute Inc,Saint Paul,MN,55128-702,2
27399,2004,Appalachian Beauty School,South Williamson,KY,41503,6
9884,2004,Appalachian School of Law,Grundy,VA,24614-282,2
44851,2004,Appalachian State University,Boone,NC,28608,1
56013,2004,Aquinas College,Grand Rapids,MI,49506-179,2
34257,2004,Aquinas College,Nashville,TN,32705,2
53021,2004,Aquinas Institute of Theology,Saint Louis,MO,63108,2
72064,2004,Arapahoe Community College,Littleton,CO,80160-900,4
38647,2004,Arcadia University,Glenside,PA,19038-329,2
23648,2004,Arizona Academy of Beauty-North,Tucson,AZ,85705,9
12606,2004,Arizona Board of Regents,Phoenix,AZ,85004,0
12449,2004,Arizona College of Allied Health,Glendale,AZ,85302,6
78410,2004,Arizona Western College,Yuma,AZ,85365-883,4
77736,2004,Arkansas Baptist College,Little Rock,AR,72202-609,2
21532,2004,Arkansas Beauty School,Conway,AR,72032,9
77723,2004,Arkansas Beauty School,Little Rock,AR,72209,9
77688,2004,Arkansas College of Barbering and Hair Design,North Little Rock,AR,72114,9
77258,2004,Arkansas Northeastern College,Blytheville,AR,72316-110,4
82162,2004,Arkansas State University-Beebe,Beebe,AR,72012-100,4
12685,2004,Arkansas State University-Mountain Home,Mountain Home,AR,72653,4
77633,2004,Arkansas Tech University,Russellville,AR,72801-222,1
32711,2004,Arlington Baptist College,Arlington,TX,76012-342,2
32698,2004,Arlington Career Institute,Grand Prairie,TX,75050,6
11089,2004,Arlington Medical Institute,Arlington,TX,76011,9
67979,2004,Armstrong Atlantic State University,Savannah,GA,31419-199,1
34244,2004,Arnolds Beauty School,Milan,TN,38358,9
83994,2004,Arnot Ogden Medical Center,Elmira,NY,14905-167,5
42807,2004,Art Academy of Cincinnati,Cincinnati,OH,45202-170,2
76673,2004,Art Center College of Design,Pasadena,CA,91103,2
77675,2004,Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,72901-334,9
82175,2004,Arthur's Beauty College Inc,Jacksonville,AR,72076,9
15228,2004,Artistic Academy of Hair Design,Morris Plains,NJ,7950,9
80700,2004,Asbury Theological Seminary,Wilmore,KY,40390-119,2
62079,2004,Ashford University,Clinton,IA,52733-296,3
42774,2004,Ashland University,Ashland,OH,44805,2
18268,2004,Asian American International Beauty College,Westminster,CA,92683,9
11333,2004,Askins Vo-Tech,Fort Smith,AR,72908,9
71181,2004,Asnuntuck Community College,Enfield,CT,6082,4
53008,2004,Assemblies of God Theological Seminary,Springfield,MO,65802-213,2
48503,2004,Associated Beth Rivkah Schools,Brooklyn,NY,11225,5
50217,2004,Assumption College for Sisters,Mendham,NJ,07945-080,5
57890,2004,Assumption College,Worcester,MA,01609-129,2
42748,2004,Athenaeum of Ohio,Cincinnati,OH,45230-209,2
79234,2004,Athens State University,Athens,AL,35611,1
24715,2004,Athens Technical College,Athens,GA,30601-150,4
67903,2004,Atlanta Metropolitan College,Atlanta,GA,30310-449,4
67880,2004,Atlanta School of Massage,Atlanta,GA,30338,9
67940,2004,Atlanta Technical College,Atlanta,GA,30310-444,4
50204,2004,Atlantic Cape Community College,Mays Landing,NJ,08330-269,4
70031,2004,Atlantic Technical Center,Coconut Creek,FL,33063-390,4
57877,2004,Atlantic Union College,South Lancaster,MA,01561-100,2
42735,2004,Auburn Career Center,Concord Twp,OH,44077,7
54598,2004,Augsburg College,Minneapolis,MN,55454,2
14505,2004,Augusta Area Dietetic Internship-University Hospital,Augusta,GA,30901-262,2
67838,2004,Augusta State University,Augusta,GA,30904-220,1
67854,2004,Augusta Technical College,Augusta,GA,30906,4
66230,2004,Augustana College,Rock Island,IL,61201-229,2
34639,2004,Augustana College,Sioux Falls,SD,57197-000,2
66217,2004,Aurora University,Aurora,IL,60506-489,2
32672,2004,Austin College,Sherman,TX,75090-440,2
24510,2004,Austin Graduate School of Theology,Austin,TX,78705,2
34218,2004,Austin Peay State University,Clarksville,TN,37044,1
32646,2004,Austin Presbyterian Theological Seminary,Austin,TX,78705-579,2
48484,2004,Austin's School of Spa Technology,Albany,NY,12206,9
38692,2004,Automotive Training Center,Exton,PA,19341-131,6
22928,2004,Autry Technology Center,Enid,OK,73703-250,4
18252,2004,Avance Beauty College,San Diego,CA,92154,9
83312,2004,Aveda Institute-Covington,Covington,LA,70433,9
34531,2004,Avera McKennan Hospital School of Radiologic Technology,Sioux Falls,SD,57117-504,5
34411,2004,Avera Sacred Heart Hospital,Yankton,SD,57078,5
29683,2004,Averett University,Danville,VA,24541,2
24141,2004,Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,19114-101,6
52995,2004,Avila University,Kansas City,MO,64145-169,2
83395,2004,Award Beauty School,Hagerstown,MD,21740-561,9
76637,2004,Azusa Pacific University,Azusa,CA,91702-700,2
27373,2004,B M Spurr School of Practical Nursing,Glen Dale,WV,26038,8
57864,2004,Babson College,Wellesley,MA,02457-031,2
40469,2004,Bacone College,Muskogee,OK,74403-159,2
67825,2004,Bainbridge College,Bainbridge,GA,39819,4
71168,2004,Bais Binyomin Academy,Stamford,CT,6901,2
24876,2004,Bais Medrash Elyon,Monsey,NY,10952,2
83502,2004,Baker College of Flint,Flint,MI,48507-998,2
81278,2004,Bakersfield College,Bakersfield,CA,93305-129,4
42709,2004,Baldwin-Wallace College,Berea,OH,44017-208,2
63890,2004,Ball State University,Muncie,IN,47306,1
58813,2004,Baltimore City Community College,Baltimore,MD,21215-789,4
58787,2004,Baltimore International College,Baltimore,MD,21202-323,2
87326,2004,Baltimore School of Massage,Linthicum,MD,21090,9
58826,2004,Baltimore Studio of Hair Design,Baltimore,MD,21201-344,9
57851,2004,Bancroft School of Massage Therapy,Worcester,MA,1604,9
48471,2004,Bank Street College of Education,New York,NY,10025,2
52969,2004,Baptist Bible College and Graduate School,Springfield,MO,65803-349,2
38679,2004,Baptist Bible College and Seminary,Clarks Summit,PA,18411,2
34205,2004,Baptist Memorial College of Health Sciences,Memphis,TN,38104,2
32609,2004,Baptist Missionary Association Theological Seminary,Jacksonville,TX,75766-540,2
22425,2004,Baptist Theological Seminary at Richmond,Richmond,VA,23227-453,2
85144,2004,Bar Palma Beauty Careers Academy,Roanoke,VA,24014,9
61435,2004,Barclay College,Haviland,KS,67059-028,2
48455,2004,Bard College,Annandale-On-Hudson,NY,12504-500,2
48442,2004,Barnard College,New York,NY,10027-659,2
60818,2004,Barrett and Company School of Hair Design,Nicholasville,KY,40356-215,6
80498,2004,Barry University,Miami,FL,33161-669,2
76615,2004,Barstow Community College,Barstow,CA,92311,4
44820,2004,Barton College,Wilson,NC,27893-700,2
61688,2004,Barton County Community College,Great Bend,KS,67530,4
27944,2004,Bastyr University,Kenmore,WA,98028,2
59160,2004,Bates College,Lewiston,ME,4240,2
27925,2004,Bates Technical College,Tacoma,WA,98405,4
21235,2004,Baton Rouge College,Baton Rouge,LA,70816,6
8530,2004,Baton Rouge Community College,Baton Rouge,LA,70806,4
59948,2004,Baton Rouge General Medical Center-Radiologic Technology,Baton Rouge,LA,70806,5
59935,2004,Baton Rouge School of Computers,Baton Rouge,LA,70816-818,6
67812,2004,Bauder College,Atlanta,GA,30313,3
20028,2004,Bay Mills Community College,Brimley,MI,49715,4
57825,2004,Bay Path College,Longmeadow,MA,1106,2
57812,2004,Bay State College,Boston,MA,2116,3
57799,2004,Bay State School of Technology,Canton,MA,2021,9
56000,2004,Bay de Noc Community College,Escanaba,MI,49829-251,4
32579,2004,Baylor College of Medicine,Houston,TX,77030-349,2
32566,2004,Baylor University,Waco,TX,76798,2
55987,2004,Bayshire Academy of Beauty Craft Inc,Bay City,MI,48708-561,9
59147,2004,Beal College,Bangor,ME,4401,6
39656,2004,Beau Monde College of Hair Design,Portland,OR,97205,6
44797,2004,Beaufort County Community College,Washington,NC,27889,4
67799,2004,Beauty College of America,Forest Park,GA,30297-144,9
85973,2004,Beauty School of Middletown,Middletown,NY,10940,9
40184,2004,Beauty Technical College Inc,Tahlequah,OK,74465,9
36665,2004,Beaver Falls Beauty Academy,Beaver Falls,PA,15010-420,9
14439,2004,Beck Area Career Center-Red Bud,Red Bud,IL,62278,7
83434,2004,Becker College,Worcester,MA,01615-007,2
16588,2004,Beckley Beauty Academy,Beckley,WV,25801,6
72051,2004,Bel-Rea Institute of Animal Technology,Denver,CO,80247,6
23114,2004,Bell Mar Beauty College,Cicero,IL,60804,9
60805,2004,Bellarmine University,Louisville,KY,40205-067,2
51192,2004,Bellevue University,Bellevue,NE,68005-309,2
28290,2004,Bellingham Beauty School,Bellingham,WA,98226-551,6
28277,2004,Bellingham Technical College,Bellingham,WA,98225-159,4
44784,2004,Belmont Abbey College,Belmont,NC,28012-180,2
42687,2004,Belmont Technical College,Saint Clairsville,OH,43950,4
34189,2004,Belmont University,Nashville,TN,37212-375,2
26805,2004,Beloit College,Beloit,WI,53511-559,2
54572,2004,Bemidji State University,Bemidji,MN,56601,1
27347,2004,Ben Franklin Career Center,Dunbar,WV,25064,4
35445,2004,Benedict College,Columbia,SC,29204-108,2
61675,2004,Benedictine College,Atchison,KS,66002-149,2
65518,2004,Benedictine University,Lisle,IL,60532-090,2
68392,2004,Benes International School of Beauty,New Port Richey,FL,34652,9
57288,2004,Benjamin Franklin Institute of Technology,Boston,MA,2116,1
44771,2004,Bennett College for Women,Greensboro,NC,27401-323,2
29909,2004,Bennington College,Bennington,VT,05201-600,2
60792,2004,Berea College,Berea,KY,40404-218,2
50175,2004,Bergen Community College,Paramus,NJ,07652-159,4
57769,2004,Berklee College of Music,Boston,MA,2215,2
37345,2004,Berks Technical Institute,Wyomissing,PA,19610-116,6
57756,2004,Berkshire Community College,Pittsfield,MA,01201-578,4
67780,2004,Berry College,Mount Berry,GA,30149,2
48391,2004,Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,11204,2
48404,2004,Beth Hatalmud Rabbinical College,Brooklyn,NY,11214,2
50149,2004,Beth Medrash Govoha,Lakewood,NJ,08701-275,2
27334,2004,Bethany College,Bethany,WV,26032,2
61662,2004,Bethany College,Lindsborg,KS,67456-189,2
54556,2004,Bethany Lutheran College,Mankato,MN,56001,2
66187,2004,Bethany Theological Seminary,Richmond,IN,47374-401,2
76586,2004,Bethany University,Scotts Valley,CA,95066-289,2
80011,2004,Bethel University,Saint Paul,MN,55112-690,2
38625,2004,Biblical Theological Seminary,Hatfield,PA,19440,2
38612,2004,Bidwell Training Center Inc,Pittsburgh,PA,15233,5
28264,2004,Big Bend Community College,Moses Lake,WA,98837-329,4
76560,2004,Biola University,La Mirada,CA,90639-000,2
79185,2004,Birmingham Southern College,Birmingham,AL,35254,2
78773,2004,Bishop State Community College,Mobile,AL,36603-589,4
43173,2004,Bismarck State College,Bismarck,ND,58506-558,4
80674,2004,Black Hawk College,Moline,IL,61265-589,4
34626,2004,Black Hills Beauty College,Rapid City,SD,57701,6
34613,2004,Black Hills State University,Spearfish,SD,57799-950,1
77589,2004,Black River Technical College,Pocahontas,AR,72455,4
66171,2004,Blackburn College,Carlinville,IL,62626,2
51518,2004,Blackfeet Community College,Browning,MT,59417-081,5
26789,2004,Blackhawk Technical College,Janesville,WI,53547-500,4
44758,2004,Bladen Community College,Dublin,NC,28332,4
22608,2004,Blades School of Hair Design,California,MD,20619,9
56538,2004,Blessed John XXIII National Seminary,Weston,MA,02493-269,2
9720,2004,Blessing Hospital School of Medical Laboratory Technology,Quincy,IL,62305-700,8
66145,2004,Blessing Hospital School of Radiologic Technology,Quincy,IL,62305-700,5
66158,2004,Blessing Rieman College of Nursing,Quincy,IL,62305-700,2
32540,2004,Blinn College,Brenham,TX,77833-409,4
50136,2004,Bloomfield College,Bloomfield,NJ,7003,2
38599,2004,Bloomsburg University of Pennsylvania,Bloomsburg,PA,17815,1
9065,2004,Blue Cliff College-Metairie,Metairie,LA,70002,6
25081,2004,Blue Hills Regional Technical School,Canton,MA,2021,7
53569,2004,Blue Mountain College,Blue Mountain,MS,38610-950,2
39643,2004,Blue Mountain Community College,Pendleton,OR,97801,4
44745,2004,Blue Ridge Community College,Flat Rock,NC,28731-472,4
29664,2004,Blue Ridge Community College,Weyers Cave,VA,24486-008,4
